source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_positive,positive_fraction,observed_prevalence,post_positive_risk,post_positive_risk_lo,post_positive_risk_hi,highest_rulein_threshold_supported
293,295,mdcalc:3824,3824,Modified Response Evaluation Criteria in Solid Tumors (mRECIST),https://www.mdcalc.com/calc/3824/modified-response-evaluation-criteria-solid-tumors-mrecist,Modified Response Evaluation Criteria in Solid Tumors (mRECIST),Pathologic response of hepatocellular carcinoma after TACE,"Bargellini et al., 2013",Responder: complete or partial response,"Prognosis, Treatment",Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,178,133,6,10,29,139,0.7808988764,0.8033707865,0.9568345324,0.909028584,0.9800690285,0.2
294,296,mdcalc:3966,3966,Modified SOAR Score for Stroke,https://www.mdcalc.com/calc/3966/modified-soar-score-stroke,Modified SOAR Score for Stroke,90-day mortality after acute stroke,"Abdul-Rahim et al., 2016",mSOAR ≥4,Prognosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1012,92,193,29,698,285,0.2816205534,0.1195652174,0.3228070175,0.2711926074,0.3791345984,0.2
295,297,mdcalc:10279,10279,MuLBSTA Score for Viral Pneumonia Mortality,https://www.mdcalc.com/calc/10279/mulbsta-score-viral-pneumonia-mortality,MuLBSTA Score for Viral Pneumonia Mortality,In-hospital mortality in COVID-19 pneumonia,"Gharaee et al., 2023",MuLBSTA ≥13,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,99,27,23,3,46,50,0.5050505051,0.303030303,0.54,0.403988714,0.6703034781,0.2
296,298,mdcalc:3996,3996,Murray Score for Acute Lung Injury,https://www.mdcalc.com/calc/3996/murray-score-acute-lung-injury,Murray Score for Acute Lung Injury,Diffuse alveolar damage (pathologic ARDS),"Ferguson et al., 2005",>2.5,"Diagnosis, Prognosis",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,138,31,22,11,74,53,0.384057971,0.3043478261,0.5849056604,0.4509442218,0.7073909122,0.2
297,299,mdcalc:10611,10611,Myasthenia Gravis Activities of Daily Living (MG-ADL),https://www.mdcalc.com/calc/10611/myasthenia-gravis-activities-of-daily-living-mg-adl,Myasthenia Gravis Activities of Daily Living (MG-ADL),Minimal-manifestation-or-better status in generalized myasthenia gravis,"Watanabe et al., 2024",≤2,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,2784,1174,203,258,1149,1377,0.494612069,0.5143678161,0.8525780683,0.832872244,0.8703221697,0.2
298,300,mdcalc:3081,3081,NAFLD (Non-Alcoholic Fatty Liver Disease) Fibrosis Score,https://www.mdcalc.com/calc/3081/nafld-non-alcoholic-fatty-liver-disease-fibrosis-score,NAFLD (Non-Alcoholic Fatty Liver Disease) Fibrosis Score,Advanced liver fibrosis (F3–F4) in NAFLD,"Mathew et al., 2024",>0.676,Formula,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,147,38,0,18,91,38,0.2585034014,0.380952381,1,0.9081901318,1,0.2
299,301,mdcalc:1873,1873,National Early Warning Score (NEWS),https://www.mdcalc.com/calc/1873/national-early-warning-score-news,National Early Warning Score (NEWS),Thirty-day all-cause mortality in hemodynamically stable acute pulmonary embolism,"Bavalia et al., 2023",≥3,Prognosis,Unclear,v2_llm_2x2_raw,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,352,5,168,0,179,173,0.4914772727,0.01420454545,0.0289017341,0.01240695155,0.06586348861,0.01
300,302,mdcalc:10083,10083,National Early Warning Score (NEWS) 2,https://www.mdcalc.com/calc/10083/national-early-warning-score-news-2,National Early Warning Score (NEWS) 2,Advanced intervention during hospitalization for acute pulmonary embolism,"Weekes et al., 2025",≥5,Prognosis,Unclear,v2_llm_2x2_raw,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2119,247,417,241,1214,664,0.3133553563,0.2302973101,0.3719879518,0.3360596437,0.4093889238,0.2
301,303,mdcalc:3143,3143,NEDOCS Score for Emergency Department Overcrowding,https://www.mdcalc.com/calc/3143/nedocs-score-emergency-department-overcrowding,NEDOCS Score for Emergency Department Overcrowding,Emergency department overcrowding,"Hargreaves et al., 2020",≥100,Algorithm,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,448,63,102,20,263,165,0.3683035714,0.1852678571,0.3818181818,0.311176123,0.4578379552,0.2
302,304,mdcalc:10528,10528,Neonatal Early-Onset Sepsis Calculator,https://www.mdcalc.com/calc/10528/neonatal-early-onset-sepsis-calculator,Neonatal Early-Onset Sepsis Calculator,Neonatal early-onset sepsis,"Friedman et al., 2021","Empiric antibiotics recommended (risk ≥3 per 1,000)",Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,382,7,60,2,313,67,0.1753926702,0.02356020942,0.1044776119,0.05153769769,0.2003128305,0.05
303,305,mdcalc:715,715,NIH Stroke Scale/Score (NIHSS),https://www.mdcalc.com/calc/715/nih-stroke-scale-score-nihss,NIH Stroke Scale/Score (NIHSS),30-day mortality after acute ischemic stroke,"Ramachandran et al., 2022",≥16 on admission,"Diagnosis, Prognosis",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,100,14,21,5,60,35,0.35,0.19,0.4,0.2555072886,0.5642729099,0.2
304,306,mdcalc:10588,10588,Noninvasive Ventilation Outcomes (NIVO) Score,https://www.mdcalc.com/calc/10588/noninvasive-ventilation-outcomes-nivo-score,Noninvasive Ventilation Outcomes (NIVO) Score,In-hospital mortality in acute COPD exacerbation requiring assisted ventilation,"Hartley et al., 2021",≥5,Prognosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,732,88,98,59,487,186,0.2540983607,0.2008196721,0.4731182796,0.4026379721,0.5446864951,0.2
305,307,mdcalc:10600,10600,North American Familial Chylomicronemia Score (NAFCS),https://www.mdcalc.com/calc/10600/north-american-familial-chylomicronemia-score-nafcs,North American Familial Chylomicronemia Score (NAFCS),Classical familial chylomicronemia syndrome,"Hegele et al., 2025",≥45,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,73,8,2,1,62,10,0.1369863014,0.1232876712,0.8,0.4901624715,0.9433178485,0.2
306,308,mdcalc:10394,10394,Novel Pneumonia Risk Score (PRS),https://www.mdcalc.com/calc/10394/novel-pneumonia-risk-score-prs,Novel Pneumonia Risk Score (PRS),Radiographic pneumonia in children,"Ramgopal et al., 2025",≥3,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,202,60,30,32,80,90,0.4455445545,0.4554455446,0.6666666667,0.5642231776,0.7554649472,0.2
307,309,mdcalc:4011,4011,Nutrition Risk in the Critically Ill (NUTRIC) Score,https://www.mdcalc.com/calc/4011/nutrition-risk-critically-ill-nutric-score,Nutrition Risk in the Critically Ill (NUTRIC) Score,28-day mortality in critically ill adults,"de Vries et al., 2018",≥5,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate–High,Moderate-high,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,475,107,181,14,173,288,0.6063157895,0.2547368421,0.3715277778,0.3177543185,0.4286833525,0.2
308,310,mdcalc:4012,4012,Nutrition Risk Screening 2002 (NRS-2002),https://www.mdcalc.com/calc/4012/nutrition-risk-screening-2002-nrs-2002,Nutrition Risk Screening 2002 (NRS-2002),Undernutrition or risk of undernutrition,"Westergren et al., 2011",≥3,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,85,19,6,32,28,25,0.2941176471,0.6,0.76,0.5657031664,0.8850368631,0.2
309,311,mdcalc:10202,10202,Nutritional Risk Index (NRI),https://www.mdcalc.com/calc/10202/nutritional-risk-index-nri,Nutritional Risk Index (NRI),Malnutrition in end-stage renal disease patients receiving peritoneal dialysis,"Prasad et al., 2016",NRI ≤100; SGA reference standard,"Diagnosis, Formula",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,283,197,48,15,23,245,0.8657243816,0.7491166078,0.8040816327,0.7498500241,0.8489247971,0.2
310,312,mdcalc:10520,10520,Obesity Surgery Mortality Risk Score (OS-MRS),https://www.mdcalc.com/calc/10520/obesity-surgery-mortality-risk-score-os-mrs,Obesity Surgery Mortality Risk Score (OS-MRS),90-day mortality after gastric bypass surgery,"DeMaria et al., 2007",Class C: OS-MRS 4–5,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,4433,3,122,34,4274,125,0.02819760884,0.008346492217,0.024,0.008195256527,0.06818899828,0.005
311,313,mdcalc:3950,3950,OESIL Score for Syncope,https://www.mdcalc.com/calc/3950/oesil-score-syncope,OESIL Score for Syncope,Serious outcome within 10 days after syncope,"Dipaola et al., 2010",OESIL ≥2,"Diagnosis, Prognosis",Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,488,23,187,3,275,210,0.4303278689,0.05327868852,0.1095238095,0.07409770482,0.1589789824,0.05
312,314,mdcalc:10418,10418,Ongoing Violence Assessment Tool (OVAT),https://www.mdcalc.com/calc/10418/ongoing-violence-assessment-tool-ovat,Ongoing Violence Assessment Tool (OVAT),Ongoing intimate partner violence,"Nonawzki et al., 2026","Positive response to items 1, 2, or 4, or response ≥3 to item 3",Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,193,9,13,3,168,22,0.1139896373,0.0621761658,0.4090909091,0.232558162,0.6126518152,0.2
313,315,mdcalc:10227,10227,ORBIT Bleeding Risk Score for Atrial Fibrillation,https://www.mdcalc.com/calc/10227/orbit-bleeding-risk-score-atrial-fibrillation,ORBIT Bleeding Risk Score for Atrial Fibrillation,Major bleeding in anticoagulated atrial fibrillation,"Wang et al., 2017",ORBIT ≥4,"Prognosis, Treatment",Unclear,meta_analysis_pooled,human-extracted,Moderate,Moderate,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,8079,42,313,306,7418,355,0.04394108182,0.04307463795,0.1183098592,0.08873020188,0.1560616321,0.05
314,316,mdcalc:10188,10188,Ottawa COPD Risk Scale,https://www.mdcalc.com/calc/10188/ottawa-copd-risk-scale,Ottawa COPD Risk Scale,Serious outcome within 30 days after acute COPD exacerbation,"Stiell et al., 2018",OCRS ≥2,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,1415,107,694,28,586,801,0.5660777385,0.09540636042,0.1335830212,0.1117634574,0.1589003565,0.1
315,317,mdcalc:3994,3994,Ottawa Heart Failure Risk Scale (OHFRS),https://www.mdcalc.com/calc/3994/ottawa-heart-failure-risk-scale-ohfrs,Ottawa Heart Failure Risk Scale (OHFRS),Serious adverse event after acute heart failure,"Stiell et al., 2017",OHFRS >1 (≥2),Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,1100,156,698,14,232,854,0.7763636364,0.1545454545,0.1826697892,0.1581948769,0.2099867441,0.1
316,318,mdcalc:80,80,Oxygenation Index,https://www.mdcalc.com/calc/80/oxygenation-index,Oxygenation Index,Mortality in mechanically ventilated children,"Winny et al., 2021",OI ≥2.7 at 24 hours,"Prognosis, Treatment",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,42,19,7,6,10,26,0.619047619,0.5952380952,0.7307692308,0.5391695962,0.8629555168,0.2
317,319,mdcalc:2023,2023,Padua Prediction Score for Risk of VTE,https://www.mdcalc.com/calc/2023/padua-prediction-score-risk-vte,Padua Prediction Score for Risk of VTE,Symptomatic venous thromboembolism within 90 days,"Häfliger et al., 2024",Padua score ≥4,Treatment,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1352,18,628,10,696,646,0.4778106509,0.02071005917,0.02786377709,0.01769661488,0.04361289112,0.01
318,320,mdcalc:3701,3701,Pain Assessment in Advanced Dementia Scale (PAINAD),https://www.mdcalc.com/calc/3701/pain-assessment-advanced-dementia-scale-painad,Pain Assessment in Advanced Dementia Scale (PAINAD),Pain in patients with severe dementia,"Jordan et al., 2011",PAINAD >2,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,79,12,26,1,40,38,0.4810126582,0.164556962,0.3157894737,0.1908460368,0.4745575989,0.1
319,321,mdcalc:10405,10405,"Pain, Enjoyment of Life and General Activity (PEG) Scale",https://www.mdcalc.com/calc/10405/pain-enjoyment-life-general-activity-peg-scale,"Pain, Enjoyment of Life and General Activity (PEG) Scale",Orofacial pain-related disability,"Roldán-Majewski et al., 2022",PEG ≥3.8,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,213,95,24,9,85,119,0.558685446,0.4882629108,0.7983193277,0.7174226215,0.8605581407,0.2
320,322,mdcalc:10194,10194,Pancreatic Fistula Risk Score,https://www.mdcalc.com/calc/10194/pancreatic-fistula-risk-score,Pancreatic Fistula Risk Score,Clinically relevant postoperative pancreatic fistula after pancreatoduodenectomy,"Shubert et al., 2015",FRS ≥3,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–Hig,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,808,152,474,8,174,626,0.7747524752,0.198019802,0.2428115016,0.2108569483,0.2779032858,0.2
321,323,mdcalc:10552,10552,PECARN Cervical Spine Injury Prediction Rule,https://www.mdcalc.com/calc/10552/pecarn-cervical-spine-injury-prediction-rule,PECARN Cervical Spine Injury Prediction Rule,Cervical spine injury after blunt traum,"Leonard et al., 2024",≥1 PECARN cervical-spine risk factor,"Algorithm, Prognosis",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,10573,150,4127,9,6287,4277,0.4045209496,0.01503830512,0.03507131167,0.02996204516,0.04101499563,0.02
322,324,mdcalc:10204,10204,PECARN Rule for Low Risk Febrile Infants 8-60 Days Old,https://www.mdcalc.com/calc/10204/pecarn-rule-low-risk-febrile-infants-29-60-days-old,PECARN Rule for Low-Risk Febrile Infants 8–60 Days Old,Serious bacterial infection,"Orfanos et al., 2025","Non-low-risk: positive urinalysis, ANC >4,090/µL, or procalcitonin >1.71 ng/mL",Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate–High,Moderate-high,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,536,56,182,2,296,238,0.4440298507,0.1082089552,0.2352941176,0.1858728676,0.2931246517,0.1
323,325,mdcalc:10201,10201,Pediatric Appendicitis Risk Calculator (pARC),https://www.mdcalc.com/calc/10201/pediatric-appendicitis-risk-calculator-parc,Pediatric Appendicitis Risk Calculator (pARC),Acute appendicitis,"Cotton et al., 2019",pARC ≥5%,Prognosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2089,344,1084,9,652,1428,0.6835806606,0.1689803734,0.2408963585,0.219430977,0.263752028,0.2
324,326,mdcalc:10615,10615,Pediatric Fibrosis Score-Continuous (pFIB-c),https://www.mdcalc.com/calc/10615/pediatric-fibrosis-score-continuous-pFIB-c,Pediatric Fibrosis Score-Continuous (pFIB-c),Pediatric MASLD with significant liver fibrosis,"Lefere et al., 2025—NHANES elastography validation cohort","pFIB-c ≥0.226 for significant fibrosis, defined as transient elastography ≥7 kPa",Prognosis,Cohort/consecutive,v2_llm_2x2_raw,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,504,7,21,12,464,28,0.05555555556,0.0376984127,0.25,0.1267649492,0.4335567032,0.1
