source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_negative,negative_fraction,observed_prevalence,post_negative_risk,post_negative_risk_lo,post_negative_risk_hi,lowest_ruleout_threshold_supported
262,264,mdcalc:93,93,San Francisco Syncope Rule,https://www.mdcalc.com/calc/93/san-francisco-syncope-rule,San Francisco Syncope Rule,"Acute Coronary Syndrome, Arrhythmia",Sun et al external validation study - single center prospective cohort,San Francisco Syncope Rule positive (5 predictor variables),"Prognosis, Rule Out",Cohort/consecutive,v2_llm_event_counts,model-extracted,medium,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,477,5,273,1,198,199,0.4171907757,0.01257861635,0.005025125628,0.00088760951,0.0279105408,0.05
263,265,mdcalc:3802,3802,Secondary Intracerebral Hemorrhage (sICH) Score,https://www.mdcalc.com/calc/3802/secondary-intracerebral-hemorrhage-sich-score,Secondary Intracerebral Hemorrhage (sICH) Score,Stroke / Transient Ischemic Attack (TIA),"Delgado Almandoz JE, Jagadeesan BD, Moran CJ, et al. Independent validation of the secondary intracerebral hemorrhage score with catheter angiography and findings of emergent hematoma evacuation. Neurosurgery. 2012;70(1):131–140. doi:10.1227/NEU.0b013e31822fbf43.",sICH Score >2 predicts an underlying vascular etiology,"Diagnosis, Prognosis",Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,341,50,95,11,185,196,0.5747800587,0.1788856305,0.05612244898,0.03162351271,0.09768628604,0.1
264,266,mdcalc:3820,3820,US (MEDPED) Diagnostic Criteria for Familial Hypercholesterolemia (FH),https://www.mdcalc.com/calc/3820/us-medped-diagnostic-criteria-familial-hypercholesterolemia-fh,US (MEDPED) Diagnostic Criteria for Familial Hypercholesterolemia (FH),Dyslipidemia,"Abdul-Razak S, Rahmat R, Mohd Kasim A, et al. Diagnostic performance of various familial hypercholesterolaemia diagnostic criteria compared to Dutch lipid clinic criteria in an Asian population. BMC Cardiovasc Disord. 2017;17:264. doi:10.1186/s12872-017-0694-z.",Meets age- and family-history-specific US MEDPED total-cholesterol threshold,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,755,105,2,310,338,648,0.8582781457,0.5496688742,0.4783950617,0.4401742994,0.5168704703,
265,267,mdcalc:1856,1856,Vancouver Chest Pain Rule,https://www.mdcalc.com/calc/1856/vancouver-chest-pain-rule,Vancouver Chest Pain Rule,Acute Coronary Syndrome,"External validation study in Brisbane, Australia and Christchurch, New Zealand",Vancouver Chest Pain Rule criteria with highly-sensitive troponin assay,"Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,high,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1635,327,1095,3,210,213,0.1302752294,0.2018348624,0.01408450704,0.00480135911,0.04058414454,0.05
266,268,mdcalc:362,362,Wells' Criteria for DVT,https://www.mdcalc.com/calc/362/wells-criteria-dvt,Wells' Criteria for DVT,Lower-extremity deep vein thrombosis,"Kargar-soleimanabad et al., Diagnostic value of the Wells score for lower extremity deep vein thrombosis in hospitalized patients: A case–control study, 2026",Wells score ≥2,Diagnosis,Case-control/two-gate,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,480,207,72,33,168,201,0.41875,0.5,0.1641791045,0.1193586241,0.2215951029,
267,269,mdcalc:115,115,Wells' Criteria for Pulmonary Embolism,https://www.mdcalc.com/calc/115/wells-criteria-pulmonary-embolism,Wells' Criteria for Pulmonary Embolism,Pulmonary embolism,"Gogulakrishnan & Ramakrishnan, 2023",Wells score ≥2,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,65,20,14,3,28,31,0.4769230769,0.3538461538,0.09677419355,0.03346464416,0.2489993844,
268,270,mdcalc:10064,10064,Wexner Score for Obstructed Defecation Syndrome (ODS),https://www.mdcalc.com/calc/10064/wexner-score-obstructed-defecation-syndrome-ods,Wexner Score for Obstructed Defecation Syndrome (ODS),Obstructed defecation syndrome,"Renzi et al., Five-Item Score for Obstructed Defecation Syndrome, 2012",Score ≥9,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,200,92,4,8,96,104,0.52,0.5,0.07692307692,0.03949175369,0.1444955462,0.2
269,271,mdcalc:10561,10561,Wisconsin Criteria,https://www.mdcalc.com/calc/10561/wisconsin-criteria,Wisconsin Criteria,Facial fracture following maxillofacial trauma,"Gray et al., Assessment of the Wisconsin Criteria at a Level I Trauma Center, 2022",≥1 Wisconsin criterion present,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,546,407,41,65,33,98,0.1794871795,0.8644688645,0.6632653061,0.5651152259,0.7490986549,
270,272,mdcalc:10168,10168,Withdrawal Assessment Tool (WAT-1) for Pediatric Withdrawal,https://www.mdcalc.com/calc/10168/withdrawal-assessment-tool-wat-1-pediatric-withdrawal,Withdrawal Assessment Tool (WAT-1) for Pediatric Withdrawal,Pediatric iatrogenic opioid and/or benzodiazepine withdrawal,"McAlister et al., Validation of the Withdrawal Assessment Tool-1 (WAT-1) in pediatric cardiovascular patients on an inpatient unit, 2023",WAT-1 ≥3,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Low,Low,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,60,15,3,15,27,42,0.7,0.5,0.3571428571,0.2298918832,0.5083363428,
271,273,mdcalc:10396,10396,Woman Abuse Screening Tool (WAST),https://www.mdcalc.com/calc/10396/woman-abuse-screening-tool-wast,Woman Abuse Screening Tool (WAST),Intimate partner violence,"Iskandar et al., Testing the Woman Abuse Screening Tool to Identify Intimate Partner Violence in Indonesia, 2015",WAST score ≥10,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,240,73,60,13,94,107,0.4458333333,0.3583333333,0.1214953271,0.07239434167,0.1968321656,0.2
272,274,mdcalc:10609,10609,"Wound, Ischemia, foot Infection (WIfI) Classification",https://www.mdcalc.com/calc/10609/wound-ischemia-foot-infection-WIfI-classification,"Wound, Ischemia, foot Infection (WIfI) Classification",Major amputation in diabetic foot ulcer,"Sujitha et al., 2026",Stage 4 vs stages 1–3,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,70,20,30,1,19,20,0.2857142857,0.3,0.05,0.008881448801,0.2361311934,
273,275,mdcalc:4067,4067,YEARS Algorithm for Pulmonary Embolism (PE),https://www.mdcalc.com/calc/4067/years-algorithm-for-pulmonary-embolism-pe,YEARS Algorithm for Pulmonary Embolism (PE),Pulmonary embolism,"Fayiad et al., 2024","PE likely: 0 YEARS items with D-dimer ≥1,000 ng/mL or ≥1 YEARS item with D-dimer ≥500 ng/mL","Algorithm, Diagnosis",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,50,27,7,3,13,16,0.32,0.6,0.1875,0.06591599071,0.4300888096,
274,276,mdcalc:3803,3803,MAGGIC Risk Calculator for Heart Failure,https://www.mdcalc.com/calc/3803/maggic-risk-calculator-heart-failure,MAGGIC Risk Calculator for Heart Failure,One-year all-cause mortality in chronic heart failure,"Scrutinio et al., 2024",Predicted 1-year mortality risk >20%,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,1696,165,451,91,989,1080,0.6367924528,0.1509433962,0.08425925926,0.06913011566,0.1023354223,0.2
275,277,mdcalc:1844,1844,Major Depression Index (MDI),https://www.mdcalc.com/calc/1844/major-depression-index-mdi,Major Depression Index (MDI),Major depressive disorder,"Fountoulakis et al., 2003",MDI ≥27,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,98,26,4,4,64,68,0.693877551,0.306122449,0.05882352941,0.02311076554,0.1417168843,0.2
276,278,mdcalc:10190,10190,Malnutrition Universal Screening Tool (MUST),https://www.mdcalc.com/calc/10190/malnutrition-universal-screening-tool-must,Malnutrition Universal Screening Tool (MUST),GLIM-defined malnutrition in hospitalized older adults,"van Dronkelaar et al., 2023",MUST ≥2,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,356,60,7,89,200,289,0.8117977528,0.4185393258,0.3079584775,0.2575434569,0.3634118531,
277,279,mdcalc:549,549,Mangled Extremity Severity Score (MESS),https://www.mdcalc.com/calc/549/mangled-extremity-severity-score-mess-score,Mangled Extremity Severity Score (MESS),Amputation following severe extremity trauma,"Omoto et al., 2025",MESS ≥7,"Prognosis, Treatment",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,54,15,8,3,28,31,0.5740740741,0.3333333333,0.09677419355,0.03346464416,0.2489993844,
278,280,mdcalc:10162,10162,McDonald Criteria for Multiple Sclerosis (2017 Revision),https://www.mdcalc.com/calc/10162/mcdonald-criteria-multiple-sclerosis-2017-revision,McDonald Criteria for Multiple Sclerosis (2017 Revision),Conversion from clinically isolated syndrome to clinically definite multiple sclerosis,"Hyun et al., 2019",Meets 2017 DIS and DIT criteria at baseline; DMT-free cohort with ≥2-year follow-up,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,61,35,1,8,17,25,0.4098360656,0.7049180328,0.32,0.1720519031,0.5158973073,
279,281,mdcalc:4017,4017,McMahon Score for Rhabdomyolysis,https://www.mdcalc.com/calc/4017/mcmahon-score-rhabdomyolysis,McMahon Score for Rhabdomyolysis,Rhabdomyolysis requiring renal replacement therapy,"Simpson et al., 2016",McMahon Score ≥6,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,232,25,65,4,138,142,0.6120689655,0.125,0.02816901408,0.0110077418,0.07018630903,0.1
280,282,mdcalc:10087,10087,Mehran Score for Post-PCI Contrast Nephropathy,https://www.mdcalc.com/calc/10087/mehran-score-post-pci-contrast-nephropathy,Mehran Score for Post-PCI Contrast Nephropathy,Contrast-induced acute kidney injury after PCI,"Hung et al., 2025",>10,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,217,8,24,4,181,185,0.8525345622,0.05529953917,0.02162162162,0.008439587582,0.05426623398,0.1
281,283,mdcalc:78,78,MELD Na (UNOS/OPTN),https://www.mdcalc.com/calc/78/meld-score-model-end-stage-liver-disease-12-older,MELD-Na (UNOS/OPTN),90-day mortality in cirrhosis with spontaneous bacterial peritonitis,"Coxeter-Smith et al., 2023",>18.5,"Prognosis, Treatment",Unclear,v2_llm_event_counts,model-extracted,Low,Low,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,15,8,1,2,4,6,0.4,0.6666666667,0.3333333333,0.09677141111,0.7000066849,
282,284,mdcalc:2693,2693,"MELD Score (Original, Pre-2016, Model for End-Stage Liver Disease)",https://www.mdcalc.com/calc/2693/meld-score-original-pre-2016-model-end-stage-liver-disease,"MELD Score (Original, Pre-2016, Model for End-Stage Liver Disease)",90-day mortality in cirrhosis with spontaneous bacterial peritonitis,"Coxeter-Smith et al., 2023",>16.5,"Prognosis, Treatment",Unclear,v2_llm_sens_spec_prev,model-extracted,Low,Low,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,15,7,1,3,4,7,0.4666666667,0.6666666667,0.4285714286,0.1582198553,0.7495416355,
283,285,mdcalc:3900,3900,Milan Criteria for Liver Transplantation,https://www.mdcalc.com/calc/3900/milan-criteria-liver-transplantation,Milan Criteria for Liver Transplantation,HCC recurrence after liver transplantation,"Morgul et al., 2020",Beyond Milan criteria predicts recurrence,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,120,13,33,4,70,74,0.6166666667,0.1416666667,0.05405405405,0.02121901217,0.130903764,0.2
284,286,mdcalc:3946,3946,Mirels’ Criteria for Prophylactic Fixation,https://www.mdcalc.com/calc/3946/mirels-criteria-prophylactic-fixation,Mirels’ Criteria for Prophylactic Fixation,Pathologic fracture of a metastatic humeral lesion,"Tat et al., 2023",≥8 points,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,188,51,26,10,101,111,0.5904255319,0.3244680851,0.09009009009,0.04967177162,0.1579314674,0.2
285,287,mdcalc:4006,4006,mMRC (Modified Medical Research Council) Dyspnea Scale,https://www.mdcalc.com/calc/4006/mmrc-modified-medical-research-council-dyspnea-scale,mMRC (Modified Medical Research Council) Dyspnea Scale,Low physical activity level in COPD,"Hayata et al., 2016",≥2 points,"Diagnosis, Prognosis",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,98,30,8,28,32,60,0.612244898,0.5918367347,0.4666666667,0.3462790604,0.5910657297,
286,288,mdcalc:10437,10437,Combined MELD,https://www.mdcalc.com/calc/10437/model-end-stage-liver-disease-meld,Model for End-Stage Liver Disease (Combined MELD)—MELD 3.0,30-day mortality in hospitalized patients with cirrhosis,"Lin et al., 2024",MELD 3.0 >19,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate–high,Moderate-high,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,862,33,143,16,670,686,0.7958236659,0.05684454756,0.02332361516,0.01440666025,0.0375494209,0.05
287,289,mdcalc:3382,3382,Modified Asthma Predictive Index (mAPI),https://www.mdcalc.com/calc/3382/modified-asthma-predictive-index-mapi,Modified Asthma Predictive Index (mAPI),Asthma at age 5 years after severe infant bronchiolitis,"Fabiano Filho et al., 2021",Positive mAPI,Diagnosis,Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,844,42,10,239,553,792,0.9383886256,0.3329383886,0.3017676768,0.2708189551,0.3346300994,
288,290,mdcalc:3814,3814,Modified Bishop Score for Vaginal Delivery and Induction of Labor,https://www.mdcalc.com/calc/3814/modified-bishop-score-vaginal-delivery-induction-labor,Modified Bishop Score for Vaginal Delivery and Induction of Labor,Vaginal delivery at ≥40 weeks in primigravidas,"Galzie and Rao, 2020",>6 points,Prognosis,Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,91,68,2,19,2,21,0.2307692308,0.956043956,0.9047619048,0.7108586093,0.9734812326,
289,291,mdcalc:10432,10432,Modified Brain Injury Guideline (mBIG),https://www.mdcalc.com/calc/10432/modified-brain-injury-guideline-mbig,Modified Brain Injury Guideline (mBIG),Severe outcome after complicated mild traumatic brain injury,"Colombo et al., 2025",mBIG 2 or 3,Treatment,Unclear,v2_llm_2x2_raw,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,451,18,196,1,236,237,0.5254988914,0.0421286031,0.004219409283,0.0007452180539,0.02350915596,0.05
290,292,mdcalc:1875,1875,Modified Early Warning Score (MEWS) for Clinical Deterioration,https://www.mdcalc.com/calc/1875/modified-early-warning-score-mews-clinical-deterioration,Modified Early Warning Score (MEWS) for Clinical Deterioration,Death or ICU admission among emergency observation patients,"Lam et al., 2006",Maximum MEWS >4,"Prognosis, Treatment",Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,425,3,14,2,406,408,0.96,0.01176470588,0.004901960784,0.001345325382,0.01769466841,0.02
291,293,mdcalc:3312,3312,Modified Glasgow Prognostic Score (mGPS) for Cancer Outcomes,https://www.mdcalc.com/calc/3312/modified-glasgow-prognostic-score-mgps-cancer-outcomes,Modified Glasgow Prognostic Score (mGPS) for Cancer Outcomes,ICU mortality in patients with breast cancer,"Tunay et al., 2023",mGPS = 2,Prognosis,Unclear,v1_raw,human-extracted,Low,Low,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,67,31,13,6,17,23,0.3432835821,0.552238806,0.2608695652,0.1254861604,0.4647000484,
